Gene 1,Gene 2,cv,train
Ctsd,Pcyox1,0.9375,0.9375
Ctsd,Ttr,0.75,0.8125
Ctsd,Apoa4,0.625,0.75
Ctsd,Plg,0.8125,0.875
Ctsd,Postn,0.6875,0.6875
Ctsd,Hspa4,0.625,0.8125
Ctsd,Saa4,0.75,0.8125
Ctsd,Igkv9-120,0.625,0.75
Ctsd,Itgam,0.625,0.6875
Ctsd,Ctss,0.6875,0.875
Ctsd,Mbl2,0.625,0.75
Ctsd,Lgals3bp,0.5,0.8125
Ctsd,Tfpi,0.875,0.875
Ctsd,Ces1c,0.5,0.6875
Ctsd,Apoc4,0.5625,0.6875
Ctsd,Timp3,0.6875,0.75
Ctsd,Psap,0.75,0.8125
Ctsd,Arf3,0.5625,0.75
Ctsd,F9,0.875,0.875
Ctsd,Ighm,0.4375,0.75
Ctsd,Col11a2,0.75,0.75
Ctsd,Pkm,0.75,0.875
Ctsd,Retnlg,0.625,0.875
Ctsd,Hsp90ab1,0.6875,0.875
Ctsd,Igfbp3,0.5625,0.625
Ctsd,Iglc3,0.5625,0.8125
Ctsd,Actr3,0.625,0.625
Ctsd,Ighg1,0.8125,0.875
Ctsd,Sema4b,0.8125,0.875
Ctsd,Sbsn,0.6875,0.8125
Ctsd,Efemp2,0.625,0.8125
Ctsd,Ca1,0.6875,0.8125
Ctsd,Selenop,0.625,0.8125
Ctsd,C1qa,0.625,0.6875
Ctsd,Serpina10,0.75,0.75
Ctsd,Ptgds,0.625,0.6875
Ctsd,Lcp1,0.625,0.75
Ctsd,Serpina1a,0.5625,0.75
Ctsd,Gnptg,0.625,0.8125
Ctsd,Hspa8,0.8125,0.9375
Ctsd,Gpx1,0.625,0.8125
Ctsd,Icoslg,0.5625,0.75
Ctsd,Serpina3n,0.6875,0.75
Ctsd,Ctsb,0.625,0.6875
Ctsd,Pon3,0.5,0.75
Ctsd,Ighv1-62-3,0.5625,0.8125
Ctsd,Cat,0.625,0.875
Ctsd,Ca2,0.6875,0.8125
Ctsd,Ppia,0.75,0.875
Ctsd,C4b,0.75,0.8125
Ctsd,Vcl,0.75,0.875
Ctsd,Cd5l,0.625,0.8125
Ctsd,Pla2g7,0.5625,0.6875
Ctsd,Orm2,0.625,0.75
Ctsd,Hamp,0.5625,0.75
Ctsd,C2,0.75,0.8125
Ctsd,Ckm,0.625,0.6875
Ctsd,Eef1a1,0.75,0.9375
Ctsd,Umod,0.625,0.6875
Ctsd,Pgk1,0.6875,0.875
Ctsd,Prdx2,0.6875,0.8125
Ctsd,Qsox1,0.75,0.9375
Ctsd,Orm1,0.875,0.9375
Ctsd,Cpq,0.625,0.8125
Ctsd,Adh1,0.6875,0.8125
Ctsd,Apoh,0.625,0.75
Ctsd,Ldha,0.6875,0.8125
Ctsd,Cd44,0.625,0.6875
Ctsd,Nrp1,0.5,0.75
Ctsd,Itih3,0.5625,0.8125
Ctsd,Eno1,0.75,0.8125
Ctsd,Met,0.6875,0.8125
Ctsd,Aldoa,0.75,0.875
Ctsd,C1qb,0.75,0.8125
Psmb9,Actb,0.8125,0.875
Psmb9,Fbln5,0.8125,0.875
Psmb9,Heg1,0.5625,0.75
Psmb9,F2,0.875,0.875
Psmb9,Igfals,0.625,0.75
Psmb9,Mcam,0.625,0.8125
Psmb9,Clu,0.6875,0.6875
Psmb9,Slc3a2,0.6875,0.75
Psmb9,Saa1,0.875,0.875
Psmb9,Sord,0.6875,0.75
Psmb9,Dnpep,0.6875,0.5625
Psmb9,Hp,0.6875,0.75
Psmb9,Apof,0.5625,0.625
Psmb9,B2m,0.8125,0.875
Psmb9,Angptl3,0.625,0.8125
Psmb9,Amy1,0.8125,0.9375
Psmb9,Apoc3,0.8125,0.8125
Psmb9,Lrp1,0.75,0.8125
Psmb9,Aldob,0.8125,0.875
Psmb9,Pcyox1,0.625,0.75
Psmb9,Ttr,0.75,0.8125
Psmb9,Apoa4,0.6875,0.8125
Psmb9,Plg,0.75,0.875
Psmb9,Postn,0.6875,0.75
Psmb9,Hspa4,0.8125,0.8125
Psmb9,Saa4,0.6875,0.8125
Psmb9,Igkv9-120,0.625,0.75
Psmb9,Itgam,0.5625,0.8125
Psmb9,Ctss,0.6875,0.8125
Psmb9,Mbl2,0.75,0.75
Psmb9,Lgals3bp,0.75,0.8125
Psmb9,Tfpi,0.6875,0.75
Psmb9,Ces1c,0.75,0.75
Psmb9,Apoc4,0.5625,0.6875
Psmb9,Timp3,0.6875,0.75
Psmb9,Psap,0.75,0.75
Psmb9,Arf3,0.75,0.75
Psmb9,F9,0.6875,0.75
Psmb9,Ighm,0.5625,0.6875
Psmb9,Col11a2,0.75,0.75
Psmb9,Pkm,0.8125,0.8125
Psmb9,Retnlg,0.5625,0.75
Psmb9,Hsp90ab1,0.75,0.75
Psmb9,Igfbp3,0.625,0.6875
Psmb9,Iglc3,0.6875,0.6875
Psmb9,Actr3,0.6875,0.75
Psmb9,Ighg1,0.75,0.875
Psmb9,Sema4b,0.625,0.75
Psmb9,Sbsn,0.6875,0.75
Psmb9,Efemp2,0.75,0.8125
Psmb9,Ca1,0.6875,0.875
Psmb9,Selenop,0.6875,0.875
Psmb9,C1qa,0.6875,0.6875
Psmb9,Serpina10,0.6875,0.875
Psmb9,Ptgds,0.6875,0.8125
Psmb9,Lcp1,0.625,0.8125
Psmb9,Serpina1a,0.6875,0.875
Psmb9,Gnptg,0.75,0.75
Psmb9,Hspa8,0.6875,0.8125
Psmb9,Gpx1,0.75,0.8125
Psmb9,Icoslg,0.6875,0.8125
Psmb9,Serpina3n,0.6875,0.8125
Psmb9,Ctsb,0.625,0.75
Psmb9,Pon3,0.6875,0.75
Psmb9,Ighv1-62-3,0.625,0.8125
Psmb9,Cat,0.6875,0.8125
Psmb9,Ca2,0.75,0.8125
Psmb9,Ppia,0.75,0.875
Psmb9,C4b,0.5625,0.8125
Psmb9,Vcl,0.75,0.75
Psmb9,Cd5l,0.5625,0.75
Psmb9,Pla2g7,0.6875,0.75
Psmb9,Orm2,0.8125,0.8125
Psmb9,Hamp,0.625,0.75
Psmb9,C2,0.8125,0.8125
Psmb9,Ckm,0.625,0.6875
Psmb9,Eef1a1,0.75,0.75
Psmb9,Umod,0.6875,0.8125
Psmb9,Pgk1,0.75,0.8125
Psmb9,Prdx2,0.8125,0.8125
Psmb9,Qsox1,0.8125,0.875
Psmb9,Orm1,0.875,0.875
Psmb9,Cpq,0.6875,0.8125
Psmb9,Adh1,0.625,0.75
Psmb9,Apoh,0.6875,0.75
Psmb9,Ldha,0.75,0.8125
Psmb9,Cd44,0.6875,0.6875
Psmb9,Nrp1,0.625,0.8125
Psmb9,Itih3,0.8125,0.875
Psmb9,Eno1,0.6875,0.8125
Psmb9,Met,0.75,0.8125
Psmb9,Aldoa,0.8125,0.8125
Psmb9,C1qb,0.75,0.875
Actb,Fbln5,0.625,0.8125
Actb,Heg1,0.6875,0.8125
Actb,F2,0.8125,0.875
Actb,Igfals,0.5,0.75
Actb,Mcam,0.8125,0.8125
Actb,Clu,0.5625,0.75
Actb,Slc3a2,0.6875,0.75
Actb,Saa1,0.6875,0.75
Actb,Sord,0.5625,0.6875
Actb,Dnpep,0.625,0.8125
Actb,Hp,0.625,0.75
Actb,Apof,0.6875,0.6875
Actb,B2m,0.75,0.875
Actb,Angptl3,0.75,0.75
Actb,Amy1,0.625,0.75
Actb,Apoc3,0.5625,0.75
Actb,Lrp1,0.625,0.8125
Actb,Aldob,0.625,0.8125
Actb,Pcyox1,0.5625,0.75
Actb,Ttr,0.75,0.75
Actb,Apoa4,0.625,0.75
