Gene 1,Gene 2,cv,train
Alad,Cep89,0.9375,0.9375
Alad,Pank4,0.9375,0.9375
Alad,Ndufb11,0.9375,0.9375
Alad,Cox4i1,0.875,0.9375
Alad,Ndufa12,0.9375,0.9375
Alad,Actr2,0.9375,0.9375
Alad,Cpt2,0.9375,0.9375
Alad,Ppp2ca,0.9375,0.9375
Alad,Gsk3b,0.9375,0.9375
Alad,Rab1A,0.8125,0.9375
Alad,Lamtor5,0.9375,0.9375
Alad,Top1,0.875,0.9375
Alad,Mtr,0.9375,0.9375
Alad,Lta4h,0.9375,1.0
Alad,Mgst3,0.875,0.9375
Alad,Sod2,0.9375,0.9375
Alad,Ttll12,0.875,0.9375
Alad,Tmed9,0.9375,0.9375
Alad,Prnp,0.9375,0.9375
Alad,Ndufv1,0.75,0.9375
Alad,Mrpl12,0.9375,0.9375
Alad,Ucp3,0.875,0.9375
Alad,Ddah1,0.9375,0.9375
Alad,Rps20,0.875,0.9375
Alad,Skp1,0.9375,0.9375
Alad,Smpx,0.9375,0.9375
Alad,Cpped1,0.8125,0.9375
Alad,Ehd1,0.9375,0.9375
Alad,Grcc10,0.8125,1.0
Alad,Tor1aip1,0.875,0.9375
Alad,Sdhaf2,0.9375,0.9375
Alad,Atp5mg,0.9375,0.9375
Alad,Hmbs,0.875,1.0
Alad,Ube2g2,0.9375,0.9375
Alad,Prxl2a,0.9375,0.9375
Alad,Oplah,0.875,1.0
Alad,Pmp2,0.875,0.9375
Alad,Smad4,0.8125,0.9375
Alad,Atp1b1,0.9375,0.9375
Alad,Cisd1,0.875,0.9375
Alad,P33monox,0.875,0.875
Alad,Itga6,0.75,0.9375
Alad,Ppp1r11,0.875,1.0
Alad,Dctn2,0.875,0.9375
Alad,Ppp3r1,0.9375,0.9375
Alad,Mrpl21,0.9375,0.9375
Alad,Ppp1r12a,0.9375,0.9375
Alad,Tra2b,0.9375,0.9375
Alad,Etfrf1,0.875,0.9375
Alad,Tmem126a,0.9375,0.9375
Alad,Phb2,0.9375,0.9375
Alad,L2hgdh,0.875,0.9375
Alad,Myl1,0.875,0.9375
Kpna6,Mapre1,0.8125,0.8125
Kpna6,Sumo2,0.625,0.75
Kpna6,Mtx2,0.8125,0.9375
Kpna6,Tmem11,0.75,0.8125
Kpna6,Eno1,0.8125,0.875
Kpna6,Lrpprc,0.8125,0.9375
Kpna6,Acss1,0.75,0.875
Kpna6,Pin4,0.8125,0.875
Kpna6,Myo1c,0.6875,0.875
Kpna6,Gfm2,0.75,0.8125
Kpna6,Pam16,0.875,0.8125
Kpna6,Obscn,0.75,0.8125
Kpna6,Taldo1,0.75,0.875
Kpna6,Rdx,0.625,0.8125
Kpna6,Cltc,0.8125,0.875
Kpna6,Uqcc2,1.0,1.0
Kpna6,Acadsb,0.875,0.875
Kpna6,Hspb8,0.6875,0.6875
Kpna6,Ccdc22,0.8125,0.875
Kpna6,Sbk2,0.8125,0.9375
Kpna6,Ybx2,0.6875,0.8125
Kpna6,Adi1,0.8125,0.875
Kpna6,Esd,0.6875,0.8125
Kpna6,Vars1,0.75,0.75
Kpna6,Vapa,0.75,0.8125
Kpna6,Nt5c1a,0.6875,0.8125
Kpna6,Gbe1,0.6875,0.8125
Kpna6,Gna11,0.625,0.8125
Kpna6,Hsd17b4,0.75,0.75
Kpna6,Bcl2l13,0.875,0.9375
Kpna6,Rab1b,0.75,0.8125
Kpna6,Ahsa1,0.875,0.9375
Kpna6,Capn2,0.75,0.875
Kpna6,Rbm12,0.6875,0.8125
Kpna6,Manf,0.8125,0.875
Kpna6,Tpm1,0.8125,0.8125
Kpna6,Pex19,0.6875,0.8125
Kpna6,Atxn2l,0.6875,0.8125
Kpna6,Bola3,0.5625,0.625
Kpna6,Coro1c,0.625,0.875
Kpna6,Dynlrb1,0.9375,0.9375
Kpna6,Lgals1,0.9375,0.9375
Kpna6,Cep89,0.8125,0.9375
Kpna6,Pank4,0.8125,0.8125
Kpna6,Ndufb11,0.875,0.9375
Kpna6,Cox4i1,0.9375,1.0
Kpna6,Ndufa12,0.8125,0.8125
Kpna6,Actr2,0.625,0.75
Kpna6,Cpt2,0.6875,0.875
Kpna6,Ppp2ca,0.875,1.0
Kpna6,Gsk3b,0.8125,0.875
Kpna6,Rab1A,0.6875,0.875
Kpna6,Lamtor5,0.8125,1.0
Kpna6,Top1,0.8125,0.875
Kpna6,Mtr,0.625,0.8125
Kpna6,Lta4h,0.75,0.8125
Kpna6,Mgst3,0.8125,0.875
Kpna6,Sod2,0.75,0.75
Kpna6,Ttll12,0.5625,0.8125
Kpna6,Tmed9,0.75,0.875
Kpna6,Prnp,0.75,0.8125
Kpna6,Ndufv1,0.875,0.9375
Kpna6,Mrpl12,0.75,0.75
Kpna6,Ucp3,0.75,0.8125
Kpna6,Ddah1,0.8125,0.8125
Kpna6,Rps20,0.6875,0.8125
Kpna6,Skp1,0.6875,0.8125
Kpna6,Smpx,0.8125,0.875
Kpna6,Cpped1,0.75,0.875
Kpna6,Ehd1,0.8125,0.875
Kpna6,Grcc10,0.8125,0.875
Kpna6,Tor1aip1,0.75,0.8125
Kpna6,Sdhaf2,0.6875,0.75
Kpna6,Atp5mg,0.75,0.9375
Kpna6,Hmbs,0.6875,0.75
Kpna6,Ube2g2,0.6875,0.75
Kpna6,Prxl2a,0.6875,0.75
Kpna6,Oplah,0.8125,0.875
Kpna6,Pmp2,0.6875,0.8125
Kpna6,Smad4,0.9375,1.0
Kpna6,Atp1b1,0.8125,0.875
Kpna6,Cisd1,0.875,0.9375
Kpna6,P33monox,0.625,0.75
Kpna6,Itga6,0.6875,0.75
Kpna6,Ppp1r11,0.6875,0.75
Kpna6,Dctn2,0.875,0.875
Kpna6,Ppp3r1,0.75,0.8125
Kpna6,Mrpl21,0.75,0.8125
Kpna6,Ppp1r12a,0.75,0.8125
Kpna6,Tra2b,0.625,0.75
Kpna6,Etfrf1,0.75,0.875
Kpna6,Tmem126a,0.6875,0.8125
Kpna6,Phb2,0.6875,0.75
Kpna6,L2hgdh,0.8125,0.875
Kpna6,Myl1,0.75,0.9375
Mapre1,Sumo2,0.6875,0.75
Mapre1,Mtx2,0.75,0.9375
Mapre1,Tmem11,0.8125,0.75
Mapre1,Eno1,0.75,0.8125
Mapre1,Lrpprc,0.6875,0.875
Mapre1,Acss1,0.8125,0.8125
Mapre1,Pin4,0.6875,0.75
Mapre1,Myo1c,0.5,0.75
Mapre1,Gfm2,0.5,0.6875
Mapre1,Pam16,0.625,0.75
Mapre1,Obscn,0.75,0.875
Mapre1,Taldo1,0.8125,0.875
Mapre1,Rdx,0.6875,0.75
Mapre1,Cltc,0.75,0.75
Mapre1,Uqcc2,0.625,0.6875
Mapre1,Acadsb,0.75,0.875
Mapre1,Hspb8,0.75,0.875
Mapre1,Ccdc22,0.5625,0.75
Mapre1,Sbk2,0.8125,0.8125
Mapre1,Ybx2,0.8125,0.8125
Mapre1,Adi1,0.625,0.625
Mapre1,Esd,0.8125,0.8125
Mapre1,Vars1,0.75,0.8125
Mapre1,Vapa,0.75,0.8125
Mapre1,Nt5c1a,0.5625,0.75
Mapre1,Gbe1,0.75,0.8125
Mapre1,Gna11,0.875,0.9375
Mapre1,Hsd17b4,0.75,0.8125
Mapre1,Bcl2l13,0.8125,1.0
Mapre1,Rab1b,0.875,0.8125
Mapre1,Ahsa1,0.6875,0.75
Mapre1,Capn2,0.75,0.875
Mapre1,Rbm12,0.625,0.75
Mapre1,Manf,0.875,0.9375
Mapre1,Tpm1,0.6875,0.8125
Mapre1,Pex19,0.6875,0.875
Mapre1,Atxn2l,0.75,0.8125
Mapre1,Bola3,0.8125,0.875
Mapre1,Coro1c,0.5625,0.6875
Mapre1,Dynlrb1,0.875,1.0
Mapre1,Lgals1,0.6875,0.75
Mapre1,Cep89,0.6875,0.75
Mapre1,Pank4,0.8125,0.9375
Mapre1,Ndufb11,0.6875,0.8125
Mapre1,Cox4i1,0.6875,0.875
Mapre1,Ndufa12,0.5625,0.75
Mapre1,Actr2,0.6875,0.75
Mapre1,Cpt2,0.75,0.8125
Mapre1,Ppp2ca,0.75,0.875
Mapre1,Gsk3b,0.75,0.8125
Mapre1,Rab1A,0.625,0.75
Mapre1,Lamtor5,0.625,0.625
Mapre1,Top1,0.8125,0.75
Mapre1,Mtr,0.8125,0.75
Mapre1,Lta4h,0.875,0.875
Mapre1,Mgst3,0.6875,0.75
Mapre1,Sod2,0.6875,0.6875
Mapre1,Ttll12,0.8125,0.875
Mapre1,Tmed9,0.625,0.6875
Mapre1,Prnp,0.6875,0.75
Mapre1,Ndufv1,0.8125,0.875
Mapre1,Mrpl12,0.75,0.625
Mapre1,Ucp3,0.75,0.8125
Mapre1,Ddah1,0.5625,0.8125
Mapre1,Rps20,0.5625,0.6875
Mapre1,Skp1,0.6875,0.75
Mapre1,Smpx,0.6875,0.6875
Mapre1,Cpped1,0.6875,0.8125
Mapre1,Ehd1,0.6875,0.8125
Mapre1,Grcc10,0.6875,0.75
Mapre1,Tor1aip1,0.75,0.75
Mapre1,Sdhaf2,0.5625,0.75
Mapre1,Atp5mg,0.5625,0.6875
Mapre1,Hmbs,0.75,0.6875
Mapre1,Ube2g2,0.75,0.875
Mapre1,Prxl2a,0.75,0.8125
Mapre1,Oplah,0.8125,0.8125
Mapre1,Pmp2,0.6875,0.6875
Mapre1,Smad4,0.625,0.6875
Mapre1,Atp1b1,0.8125,0.8125
Mapre1,Cisd1,0.5,0.625
Mapre1,P33monox,0.6875,0.625
Mapre1,Itga6,0.5625,0.75
Mapre1,Ppp1r11,0.75,0.75
Mapre1,Dctn2,0.625,0.625
Mapre1,Ppp3r1,0.625,0.75
Mapre1,Mrpl21,0.6875,0.6875
Mapre1,Ppp1r12a,0.6875,0.8125
Mapre1,Tra2b,0.875,0.875
Mapre1,Etfrf1,0.8125,0.875
Mapre1,Tmem126a,0.5625,0.6875
Mapre1,Phb2,0.5625,0.6875
Mapre1,L2hgdh,0.75,0.9375
Mapre1,Myl1,0.75,0.8125
Sumo2,Mtx2,0.875,1.0
Sumo2,Tmem11,0.6875,0.75
Sumo2,Eno1,0.8125,0.8125
Sumo2,Lrpprc,0.625,0.875
Sumo2,Acss1,0.75,0.875
Sumo2,Pin4,0.6875,0.6875
Sumo2,Myo1c,0.4375,0.6875
Sumo2,Gfm2,0.5,0.75
Sumo2,Pam16,0.625,0.6875
Sumo2,Obscn,0.6875,0.8125
Sumo2,Taldo1,0.625,0.8125
Sumo2,Rdx,0.4375,0.6875
Sumo2,Cltc,0.75,0.8125
Sumo2,Uqcc2,0.5625,0.6875
Sumo2,Acadsb,0.8125,0.875
Sumo2,Hspb8,0.6875,0.8125
Sumo2,Ccdc22,0.6875,0.625
Sumo2,Sbk2,0.5625,0.75
Sumo2,Ybx2,0.75,0.8125
Sumo2,Adi1,0.5625,0.625
Sumo2,Esd,0.6875,0.75
Sumo2,Vars1,0.625,0.75
Sumo2,Vapa,0.4375,0.8125
Sumo2,Nt5c1a,0.625,0.6875
Sumo2,Gbe1,0.6875,0.6875
Sumo2,Gna11,0.625,0.75
Sumo2,Hsd17b4,0.625,0.8125
Sumo2,Bcl2l13,0.875,0.875
Sumo2,Rab1b,0.8125,0.8125
Sumo2,Ahsa1,0.6875,0.75
Sumo2,Capn2,0.6875,0.8125
Sumo2,Rbm12,0.4375,0.6875
Sumo2,Manf,0.625,0.8125
Sumo2,Tpm1,0.6875,0.6875
Sumo2,Pex19,0.625,0.8125
Sumo2,Atxn2l,0.5625,0.75
Sumo2,Bola3,0.625,0.6875
Sumo2,Coro1c,0.3125,0.5625
Sumo2,Dynlrb1,0.6875,0.875
Sumo2,Lgals1,0.5625,0.75
Sumo2,Cep89,0.625,0.625
Sumo2,Pank4,0.625,0.8125
Sumo2,Ndufb11,0.75,0.875
Sumo2,Cox4i1,0.75,0.8125
Sumo2,Ndufa12,0.5625,0.6875
Sumo2,Actr2,0.5,0.75
Sumo2,Cpt2,0.75,0.8125
Sumo2,Ppp2ca,0.625,0.8125
Sumo2,Gsk3b,0.625,0.75
Sumo2,Rab1A,0.5625,0.75
Sumo2,Lamtor5,0.4375,0.5625
Sumo2,Top1,0.5625,0.625
Sumo2,Mtr,0.6875,0.6875
Sumo2,Lta4h,0.625,0.6875
Sumo2,Mgst3,0.6875,0.75
Sumo2,Sod2,0.5625,0.625
Sumo2,Ttll12,0.75,0.8125
Sumo2,Tmed9,0.75,0.75
Sumo2,Prnp,0.5,0.625
Sumo2,Ndufv1,0.8125,0.8125
Sumo2,Mrpl12,0.5625,0.75
Sumo2,Ucp3,0.8125,0.8125
Sumo2,Ddah1,0.625,0.6875
Sumo2,Rps20,0.5,0.75
Sumo2,Skp1,0.625,0.6875
Sumo2,Smpx,0.75,0.8125
Sumo2,Cpped1,0.6875,0.75
Sumo2,Ehd1,0.6875,0.6875
Sumo2,Grcc10,0.625,0.75
Sumo2,Tor1aip1,0.4375,0.5625
Sumo2,Sdhaf2,0.6875,0.8125
Sumo2,Atp5mg,0.5625,0.75
Sumo2,Hmbs,0.625,0.6875
Sumo2,Ube2g2,0.75,0.75
Sumo2,Prxl2a,0.75,0.875
Sumo2,Oplah,0.625,0.8125
Sumo2,Pmp2,0.625,0.75
Sumo2,Smad4,0.5625,0.625
Sumo2,Atp1b1,0.625,0.6875
Sumo2,Cisd1,0.625,0.625
Sumo2,P33monox,0.5625,0.6875
Sumo2,Itga6,0.5,0.6875
Sumo2,Ppp1r11,0.625,0.6875
Sumo2,Dctn2,0.5,0.8125
Sumo2,Ppp3r1,0.5625,0.5625
Sumo2,Mrpl21,0.5,0.625
Sumo2,Ppp1r12a,0.5,0.6875
Sumo2,Tra2b,0.6875,0.6875
Sumo2,Etfrf1,0.75,0.8125
Sumo2,Tmem126a,0.6875,0.6875
Sumo2,Phb2,0.6875,0.6875
Sumo2,L2hgdh,0.625,0.75
Sumo2,Myl1,0.6875,0.6875
Mtx2,Tmem11,0.8125,0.9375
Mtx2,Eno1,0.75,0.9375
Mtx2,Lrpprc,0.875,0.9375
Mtx2,Acss1,0.75,0.875
