Gene 1,Gene 2,cv,train
Ggh,Lamp2,0.625,0.875
Ggh,Antxr2,0.625,0.875
Ggh,Pigr,0.625,0.8125
Ggh,Hamp,0.6875,0.8125
Ggh,Lrp1,0.5625,0.75
Ggh,Ptprm,0.75,0.8125
Ggh,Egfr,0.6875,0.875
Ggh,Ptgds,0.875,0.875
Ggh,Ca2,0.625,0.75
Ggh,Psma7,0.6875,0.8125
Ggh,Fbln1,0.625,0.75
Ggh,Lap3,0.6875,0.8125
Ggh,Spink1,0.5,0.75
Ggh,Tmsb4x,0.625,0.75
Ggh,Tagln2,0.75,0.75
Ggh,Dpep2,0.625,0.8125
Ggh,Btd,0.5625,0.75
Ggh,Cela2a,0.625,0.6875
Ggh,Cycs,0.6875,0.6875
Ggh,Hpx,0.6875,0.75
Ggh,Fbln5,0.75,0.8125
Ggh,Me1,0.6875,0.8125
Ggh,Cela1,0.625,0.6875
Ggh,Pgd,0.6875,0.6875
Ggh,Minpp1,0.75,0.875
Ggh,Serpinf2,0.6875,0.8125
Ggh,Tfrc,0.75,0.75
Ggh,Pnp,0.6875,0.75
Ggh,F12,0.625,0.75
Ggh,Ighg1,0.75,0.8125
Ggh,Tubb4b,0.6875,0.6875
Ggh,Sell,0.6875,0.6875
Ggh,Masp1,0.75,0.8125
Ggh,Hyou1,0.875,0.9375
Ggh,Man2b1,0.5625,0.75
Ggh,Amy1,0.8125,0.9375
Ggh,Gpx1,0.5625,0.75
Ggh,Umod,0.6875,0.8125
Ggh,Apod,0.875,0.875
Ggh,Serpina1b,0.5625,0.75
Ggh,F13a1,0.75,0.875
Ggh,Ptprg,0.75,0.75
Ggh,Ighv3-6,0.6875,0.8125
Ggh,Cd93,0.6875,0.75
Ggh,Cdh13,0.625,0.6875
Ggh,Cfb,0.6875,0.75
Ggh,Manba,0.8125,0.9375
Ggh,Arpc3,0.625,0.75
Ggh,Sod3,0.625,0.8125
Ggh,Ca3,0.75,0.8125
Ggh,Ces2e,0.5625,0.8125
Ggh,Ywhaz,0.625,0.75
Ggh,Apof,0.5625,0.875
Ggh,P4hb,0.75,0.8125
Ggh,Tkt,0.75,0.6875
Ggh,Ghr,0.5625,0.75
F9,Plxdc2,0.875,0.9375
F9,Taldo1,0.8125,0.9375
F9,Kng1,0.875,0.9375
F9,Ext2,0.875,0.875
F9,Eef2,0.875,0.875
F9,Cst3,0.8125,0.9375
F9,Lpl,0.5,0.8125
F9,Ngp,0.625,0.9375
F9,Fga,0.875,0.9375
F9,C9,0.8125,0.8125
F9,Igfbp3,0.8125,0.875
F9,Afm,0.875,0.875
F9,Apcs,0.875,0.9375
F9,Itih2,0.75,0.875
F9,Dkk3,0.8125,0.875
F9,Serpina3n,0.75,0.9375
F9,Psmb10,0.75,0.8125
F9,F2,0.75,0.8125
F9,Selenop,0.8125,0.875
F9,Msn,0.8125,0.8125
F9,Ctsz,0.875,0.875
F9,Apoc2,0.8125,0.9375
F9,Vcl,0.5625,0.875
F9,Fgb,0.625,0.9375
F9,Serping1,0.875,0.8125
F9,Amy2,0.9375,0.875
F9,Apoc4,0.875,0.8125
F9,Fgg,0.8125,0.9375
F9,Col11a2,0.6875,0.8125
F9,Serpina6,0.8125,0.9375
F9,Igf1,0.8125,0.9375
F9,Clu,0.75,0.8125
F9,Pi16,0.8125,0.8125
F9,Tuba1b,0.6875,0.9375
F9,Serpina10,0.6875,0.8125
F9,Lamp2,0.8125,0.8125
F9,Antxr2,0.75,0.8125
F9,Pigr,0.875,0.9375
F9,Hamp,0.875,1.0
F9,Lrp1,0.625,0.875
F9,Ptprm,0.75,0.875
F9,Egfr,0.625,0.875
F9,Ptgds,0.75,0.875
F9,Ca2,0.875,0.875
F9,Psma7,0.8125,0.9375
F9,Fbln1,0.875,1.0
F9,Lap3,0.75,0.875
F9,Spink1,0.875,0.875
F9,Tmsb4x,0.75,0.875
F9,Tagln2,0.6875,0.9375
F9,Dpep2,0.75,0.8125
F9,Btd,0.5,0.9375
F9,Cela2a,0.6875,0.8125
F9,Cycs,0.6875,0.875
F9,Hpx,0.75,0.9375
F9,Fbln5,0.75,0.875
F9,Me1,0.625,0.9375
F9,Cela1,0.75,0.8125
F9,Pgd,0.75,0.9375
F9,Minpp1,0.625,0.8125
F9,Serpinf2,0.6875,0.875
F9,Tfrc,0.8125,0.8125
F9,Pnp,0.75,0.9375
F9,F12,0.625,0.8125
F9,Ighg1,0.6875,0.8125
F9,Tubb4b,0.75,0.9375
F9,Sell,0.625,0.875
F9,Masp1,0.75,0.8125
F9,Hyou1,0.8125,0.875
F9,Man2b1,0.5,0.875
F9,Amy1,0.6875,0.75
F9,Gpx1,0.875,0.875
F9,Umod,0.8125,0.8125
F9,Apod,0.8125,0.9375
F9,Serpina1b,0.6875,0.8125
F9,F13a1,0.6875,0.875
F9,Ptprg,0.6875,0.75
F9,Ighv3-6,0.875,0.875
F9,Cd93,0.75,0.8125
F9,Cdh13,0.75,0.875
F9,Cfb,0.8125,0.8125
F9,Manba,0.8125,0.9375
F9,Arpc3,0.8125,0.875
F9,Sod3,0.75,0.8125
F9,Ca3,0.8125,0.9375
F9,Ces2e,0.6875,0.875
F9,Ywhaz,0.75,0.9375
F9,Apof,0.875,0.875
F9,P4hb,0.75,0.9375
F9,Tkt,0.8125,0.8125
F9,Ghr,0.625,0.9375
Plxdc2,Taldo1,0.625,0.8125
Plxdc2,Kng1,0.8125,0.875
Plxdc2,Ext2,0.75,0.75
Plxdc2,Eef2,0.6875,0.8125
Plxdc2,Cst3,0.625,0.6875
Plxdc2,Lpl,0.625,0.6875
Plxdc2,Ngp,0.5,0.6875
Plxdc2,Fga,0.5625,0.6875
Plxdc2,C9,0.625,0.75
Plxdc2,Igfbp3,0.75,0.8125
Plxdc2,Afm,0.6875,0.6875
Plxdc2,Apcs,0.75,0.75
Plxdc2,Itih2,0.625,0.8125
Plxdc2,Dkk3,0.625,0.6875
Plxdc2,Serpina3n,0.75,0.8125
Plxdc2,Psmb10,0.75,0.8125
Plxdc2,F2,0.5625,0.625
Plxdc2,Selenop,0.8125,0.8125
Plxdc2,Msn,0.6875,0.75
Plxdc2,Ctsz,0.8125,0.8125
Plxdc2,Apoc2,0.75,0.8125
Plxdc2,Vcl,0.5,0.75
Plxdc2,Fgb,0.5625,0.625
Plxdc2,Serping1,0.75,0.875
Plxdc2,Amy2,0.4375,0.5625
Plxdc2,Apoc4,0.8125,0.8125
Plxdc2,Fgg,0.5625,0.625
Plxdc2,Col11a2,0.6875,0.6875
Plxdc2,Serpina6,0.6875,0.75
Plxdc2,Igf1,0.5625,0.5625
Plxdc2,Clu,0.625,0.75
Plxdc2,Pi16,0.5625,0.75
Plxdc2,Tuba1b,0.6875,0.75
Plxdc2,Serpina10,0.625,0.6875
Plxdc2,Lamp2,0.5625,0.625
Plxdc2,Antxr2,0.5,0.625
Plxdc2,Pigr,0.6875,0.8125
Plxdc2,Hamp,0.6875,0.8125
Plxdc2,Lrp1,0.5625,0.75
Plxdc2,Ptprm,0.75,0.8125
Plxdc2,Egfr,0.625,0.75
Plxdc2,Ptgds,0.5625,0.75
Plxdc2,Ca2,0.625,0.6875
Plxdc2,Psma7,0.625,0.75
Plxdc2,Fbln1,0.5625,0.6875
Plxdc2,Lap3,0.625,0.75
Plxdc2,Spink1,0.5625,0.8125
Plxdc2,Tmsb4x,0.8125,0.75
Plxdc2,Tagln2,0.6875,0.75
Plxdc2,Dpep2,0.5625,0.625
Plxdc2,Btd,0.625,0.6875
Plxdc2,Cela2a,0.625,0.6875
Plxdc2,Cycs,0.4375,0.75
Plxdc2,Hpx,0.75,0.75
Plxdc2,Fbln5,0.6875,0.625
Plxdc2,Me1,0.5625,0.75
Plxdc2,Cela1,0.6875,0.75
Plxdc2,Pgd,0.75,0.75
Plxdc2,Minpp1,0.6875,0.75
Plxdc2,Serpinf2,0.625,0.75
Plxdc2,Tfrc,0.625,0.6875
Plxdc2,Pnp,0.625,0.75
Plxdc2,F12,0.6875,0.6875
Plxdc2,Ighg1,0.625,0.6875
Plxdc2,Tubb4b,0.75,0.75
Plxdc2,Sell,0.5625,0.75
Plxdc2,Masp1,0.625,0.75
Plxdc2,Hyou1,0.625,0.8125
Plxdc2,Man2b1,0.6875,0.75
Plxdc2,Amy1,0.625,0.8125
Plxdc2,Gpx1,0.5625,0.75
Plxdc2,Umod,0.625,0.6875
Plxdc2,Apod,0.625,0.6875
Plxdc2,Serpina1b,0.6875,0.75
Plxdc2,F13a1,0.75,0.8125
Plxdc2,Ptprg,0.75,0.75
Plxdc2,Ighv3-6,0.5,0.75
Plxdc2,Cd93,0.5625,0.6875
Plxdc2,Cdh13,0.625,0.75
Plxdc2,Cfb,0.6875,0.6875
Plxdc2,Manba,0.6875,0.6875
Plxdc2,Arpc3,0.5625,0.6875
Plxdc2,Sod3,0.625,0.8125
Plxdc2,Ca3,0.5,0.6875
Plxdc2,Ces2e,0.625,0.6875
Plxdc2,Ywhaz,0.6875,0.75
Plxdc2,Apof,0.5625,0.625
Plxdc2,P4hb,0.625,0.6875
Plxdc2,Tkt,0.6875,0.75
Plxdc2,Ghr,0.625,0.75
Taldo1,Kng1,0.8125,0.8125
Taldo1,Ext2,0.875,0.8125
Taldo1,Eef2,0.5625,0.8125
Taldo1,Cst3,0.5625,0.75
Taldo1,Lpl,0.6875,0.8125
Taldo1,Ngp,0.5,0.8125
Taldo1,Fga,0.6875,0.9375
Taldo1,C9,0.75,0.8125
Taldo1,Igfbp3,0.6875,0.875
Taldo1,Afm,0.6875,0.8125
Taldo1,Apcs,0.875,0.9375
Taldo1,Itih2,0.6875,0.875
Taldo1,Dkk3,0.875,0.9375
Taldo1,Serpina3n,0.8125,0.875
Taldo1,Psmb10,0.625,0.8125
Taldo1,F2,0.6875,0.8125
Taldo1,Selenop,0.6875,0.6875
Taldo1,Msn,0.6875,0.8125
Taldo1,Ctsz,0.5625,0.75
Taldo1,Apoc2,0.5625,0.8125
Taldo1,Vcl,0.5625,0.8125
Taldo1,Fgb,0.6875,0.875
Taldo1,Serping1,0.6875,0.8125
Taldo1,Amy2,0.625,0.8125
Taldo1,Apoc4,0.6875,0.8125
Taldo1,Fgg,0.6875,0.875
Taldo1,Col11a2,0.75,0.8125
Taldo1,Serpina6,0.8125,0.875
Taldo1,Igf1,0.625,0.8125
Taldo1,Clu,0.75,0.8125
Taldo1,Pi16,0.625,0.8125
Taldo1,Tuba1b,0.6875,0.8125
Taldo1,Serpina10,0.6875,0.8125
Taldo1,Lamp2,0.5625,0.75
Taldo1,Antxr2,0.625,0.875
Taldo1,Pigr,0.6875,0.8125
Taldo1,Hamp,0.5,0.8125
Taldo1,Lrp1,0.5625,0.8125
Taldo1,Ptprm,0.75,0.8125
Taldo1,Egfr,0.5625,0.75
Taldo1,Ptgds,0.5,0.75
Taldo1,Ca2,0.625,0.8125
Taldo1,Psma7,0.75,0.8125
Taldo1,Fbln1,0.6875,0.875
Taldo1,Lap3,0.625,0.75
Taldo1,Spink1,0.875,0.9375
Taldo1,Tmsb4x,0.6875,0.9375
Taldo1,Tagln2,0.75,0.8125
Taldo1,Dpep2,0.6875,0.8125
Taldo1,Btd,0.6875,0.875
Taldo1,Cela2a,0.5,0.8125
Taldo1,Cycs,0.5625,0.75
Taldo1,Hpx,0.6875,0.75
Taldo1,Fbln5,0.6875,0.8125
Taldo1,Me1,0.75,0.8125
Taldo1,Cela1,0.75,0.8125
Taldo1,Pgd,0.5625,0.875
Taldo1,Minpp1,0.6875,0.8125
Taldo1,Serpinf2,0.75,0.75
Taldo1,Tfrc,0.6875,0.75
Taldo1,Pnp,0.75,0.8125
Taldo1,F12,0.8125,0.8125
Taldo1,Ighg1,0.8125,0.875
Taldo1,Tubb4b,0.75,0.75
Taldo1,Sell,0.6875,0.8125
Taldo1,Masp1,0.5,0.8125
Taldo1,Hyou1,0.75,0.8125
Taldo1,Man2b1,0.625,0.8125
Taldo1,Amy1,0.75,0.875
Taldo1,Gpx1,0.75,0.75
Taldo1,Umod,0.625,0.875
Taldo1,Apod,0.625,0.75
Taldo1,Serpina1b,0.6875,0.8125
Taldo1,F13a1,0.8125,0.8125
Taldo1,Ptprg,0.875,0.875
Taldo1,Ighv3-6,0.625,0.8125
Taldo1,Cd93,0.75,0.875
Taldo1,Cdh13,0.6875,0.8125
Taldo1,Cfb,0.6875,0.8125
Taldo1,Manba,0.75,0.9375
Taldo1,Arpc3,0.625,0.875
Taldo1,Sod3,0.625,0.75
Taldo1,Ca3,0.6875,0.8125
Taldo1,Ces2e,0.8125,0.8125
Taldo1,Ywhaz,0.6875,0.8125
Taldo1,Apof,0.625,0.8125
Taldo1,P4hb,0.625,0.75
Taldo1,Tkt,0.75,0.75
Taldo1,Ghr,0.625,0.8125
Kng1,Ext2,0.875,0.875
Kng1,Eef2,0.8125,0.75
Kng1,Cst3,0.8125,0.875
Kng1,Lpl,0.75,0.875
Kng1,Ngp,0.8125,0.9375
Kng1,Fga,0.75,0.875
Kng1,C9,0.8125,0.8125
Kng1,Igfbp3,0.75,0.875
Kng1,Afm,0.8125,0.8125
Kng1,Apcs,0.8125,0.8125
Kng1,Itih2,0.875,1.0
Kng1,Dkk3,0.6875,0.875
Kng1,Serpina3n,0.75,0.8125
Kng1,Psmb10,0.6875,0.875
Kng1,F2,0.75,0.875
Kng1,Selenop,0.75,0.875
Kng1,Msn,0.75,0.75
Kng1,Ctsz,0.75,0.875
Kng1,Apoc2,0.75,0.8125
Kng1,Vcl,0.75,0.75
Kng1,Fgb,0.6875,0.9375
Kng1,Serping1,0.75,0.875
Kng1,Amy2,0.6875,0.875
Kng1,Apoc4,0.875,0.9375
Kng1,Fgg,0.75,0.875
Kng1,Col11a2,0.8125,0.75
Kng1,Serpina6,0.8125,0.875
Kng1,Igf1,0.75,0.8125
Kng1,Clu,0.75,0.875
Kng1,Pi16,0.6875,0.8125
Kng1,Tuba1b,0.8125,0.875
Kng1,Serpina10,0.75,0.8125
Kng1,Lamp2,0.75,0.75
Kng1,Antxr2,0.6875,0.8125
Kng1,Pigr,0.6875,0.8125
Kng1,Hamp,0.6875,0.875
Kng1,Lrp1,0.75,0.8125
Kng1,Ptprm,0.8125,0.8125
Kng1,Egfr,0.75,0.875
Kng1,Ptgds,0.6875,0.8125
Kng1,Ca2,0.8125,0.875
Kng1,Psma7,0.875,0.875
Kng1,Fbln1,0.8125,0.875
Kng1,Lap3,0.75,0.75
Kng1,Spink1,0.625,0.8125
Kng1,Tmsb4x,0.75,0.8125
Kng1,Tagln2,0.75,0.8125
Kng1,Dpep2,0.75,0.875
Kng1,Btd,0.6875,0.8125
Kng1,Cela2a,0.8125,0.875
Kng1,Cycs,0.6875,0.8125
Kng1,Hpx,0.75,0.75
Kng1,Fbln5,0.75,0.875
Kng1,Me1,0.8125,0.875
Kng1,Cela1,0.8125,0.875
Kng1,Pgd,0.875,0.9375
Kng1,Minpp1,0.8125,0.875
Kng1,Serpinf2,0.75,0.8125
Kng1,Tfrc,0.75,0.75
Kng1,Pnp,0.8125,0.875
Kng1,F12,0.8125,0.875
Kng1,Ighg1,0.8125,0.9375
Kng1,Tubb4b,0.75,0.875
Kng1,Sell,0.75,0.875
Kng1,Masp1,0.8125,0.8125
Kng1,Hyou1,0.8125,0.875
Kng1,Man2b1,0.625,0.875
Kng1,Amy1,0.75,0.875
Kng1,Gpx1,0.75,0.8125
Kng1,Umod,0.6875,0.75
Kng1,Apod,0.75,0.875
Kng1,Serpina1b,0.6875,0.8125
Kng1,F13a1,0.75,0.8125
Kng1,Ptprg,0.6875,0.875
Kng1,Ighv3-6,0.625,0.875
Kng1,Cd93,0.75,0.8125
Kng1,Cdh13,0.75,0.8125
Kng1,Cfb,0.8125,0.875
Kng1,Manba,0.875,0.9375
Kng1,Arpc3,0.75,0.75
Kng1,Sod3,0.75,0.875
Kng1,Ca3,0.75,0.875
Kng1,Ces2e,0.6875,0.8125
Kng1,Ywhaz,0.875,0.875
Kng1,Apof,0.625,0.9375
Kng1,P4hb,0.8125,0.9375
Kng1,Tkt,0.75,0.875
Kng1,Ghr,0.6875,0.875
Ext2,Eef2,0.8125,0.875
Ext2,Cst3,0.6875,0.8125
Ext2,Lpl,0.75,0.875
Ext2,Ngp,0.75,0.9375
Ext2,Fga,0.6875,0.9375
Ext2,C9,0.75,0.8125
Ext2,Igfbp3,0.75,0.75
Ext2,Afm,0.6875,0.8125
Ext2,Apcs,0.75,0.8125
Ext2,Itih2,0.75,0.9375
Ext2,Dkk3,0.75,0.8125
Ext2,Serpina3n,0.8125,0.875
Ext2,Psmb10,0.6875,0.875
Ext2,F2,0.8125,0.9375
Ext2,Selenop,0.6875,0.8125
Ext2,Msn,0.6875,0.8125
Ext2,Ctsz,0.625,0.875
Ext2,Apoc2,0.6875,0.8125
Ext2,Vcl,0.8125,0.8125
Ext2,Fgb,0.6875,0.9375
Ext2,Serping1,0.75,0.8125
Ext2,Amy2,0.75,0.875
Ext2,Apoc4,0.8125,0.875
Ext2,Fgg,0.6875,0.9375
Ext2,Col11a2,0.625,0.8125
Ext2,Serpina6,0.625,0.8125
Ext2,Igf1,0.6875,0.75
Ext2,Clu,0.5625,0.8125
Ext2,Pi16,0.6875,0.8125
Ext2,Tuba1b,0.75,0.875
Ext2,Serpina10,0.8125,0.875
Ext2,Lamp2,0.6875,0.875
Ext2,Antxr2,0.625,0.8125
Ext2,Pigr,0.6875,0.875
Ext2,Hamp,0.6875,0.875
Ext2,Lrp1,0.6875,0.8125
Ext2,Ptprm,0.6875,0.75
Ext2,Egfr,0.5625,0.6875
Ext2,Ptgds,0.75,0.8125
Ext2,Ca2,0.8125,0.875
Ext2,Psma7,0.875,0.875
Ext2,Fbln1,0.875,0.875
Ext2,Lap3,0.75,0.75
Ext2,Spink1,0.625,0.8125
Ext2,Tmsb4x,0.75,0.8125
Ext2,Tagln2,0.75,0.75
Ext2,Dpep2,0.75,0.8125
Ext2,Btd,0.6875,0.8125
Ext2,Cela2a,0.6875,0.875
Ext2,Cycs,0.6875,0.8125
Ext2,Hpx,0.6875,0.75
Ext2,Fbln5,0.75,0.875
Ext2,Me1,0.75,0.8125
Ext2,Cela1,0.75,0.8125
Ext2,Pgd,0.6875,0.8125
Ext2,Minpp1,0.6875,0.8125
Ext2,Serpinf2,0.75,0.875
Ext2,Tfrc,0.75,0.75
Ext2,Pnp,0.875,0.875
Ext2,F12,0.6875,0.8125
Ext2,Ighg1,0.6875,0.75
Ext2,Tubb4b,0.6875,0.875
Ext2,Sell,0.8125,0.8125
Ext2,Masp1,0.625,0.75
Ext2,Hyou1,0.8125,0.875
Ext2,Man2b1,0.6875,0.8125
Ext2,Amy1,0.6875,0.8125
Ext2,Gpx1,0.625,0.75
Ext2,Umod,0.75,0.75
Ext2,Apod,0.75,0.75
Ext2,Serpina1b,0.625,0.75
Ext2,F13a1,0.75,0.875
Ext2,Ptprg,0.6875,0.8125
Ext2,Ighv3-6,0.6875,0.6875
Ext2,Cd93,0.75,0.8125
Ext2,Cdh13,0.6875,0.875
Ext2,Cfb,0.6875,0.8125
Ext2,Manba,0.875,0.9375
Ext2,Arpc3,0.75,0.8125
Ext2,Sod3,0.75,0.8125
Ext2,Ca3,0.75,0.875
Ext2,Ces2e,0.625,0.8125
Ext2,Ywhaz,0.75,0.8125
Ext2,Apof,0.625,0.875
Ext2,P4hb,0.8125,0.9375
Ext2,Tkt,0.75,0.8125
Ext2,Ghr,0.6875,0.875
Eef2,Cst3,0.5625,0.8125
Eef2,Lpl,0.8125,0.8125
Eef2,Ngp,0.875,0.875
Eef2,Fga,0.6875,0.875
Eef2,C9,0.75,0.9375
Eef2,Igfbp3,0.6875,0.75
Eef2,Afm,0.625,0.8125
Eef2,Apcs,0.8125,0.875
Eef2,Itih2,0.625,0.8125
Eef2,Dkk3,0.8125,0.9375
Eef2,Serpina3n,0.8125,0.9375
Eef2,Psmb10,0.625,0.75
Eef2,F2,0.625,0.8125
Eef2,Selenop,0.625,0.8125
Eef2,Msn,0.6875,0.8125
Eef2,Ctsz,0.8125,0.875
Eef2,Apoc2,0.6875,0.875
Eef2,Vcl,0.5625,0.6875
Eef2,Fgb,0.8125,0.9375
Eef2,Serping1,0.75,0.8125
Eef2,Amy2,0.625,0.75
Eef2,Apoc4,0.6875,0.8125
Eef2,Fgg,0.75,0.9375
Eef2,Col11a2,0.625,0.75
Eef2,Serpina6,0.8125,0.875
Eef2,Igf1,0.4375,0.75
Eef2,Clu,0.5625,0.75
Eef2,Pi16,0.6875,0.8125
Eef2,Tuba1b,0.75,0.75
Eef2,Serpina10,0.875,0.9375
Eef2,Lamp2,0.5625,0.75
Eef2,Antxr2,0.75,0.8125
Eef2,Pigr,0.75,0.875
Eef2,Hamp,0.5625,0.8125
Eef2,Lrp1,0.5625,0.6875
Eef2,Ptprm,0.625,0.75
Eef2,Egfr,0.875,0.875
Eef2,Ptgds,0.6875,0.625
Eef2,Ca2,0.5625,0.75
Eef2,Psma7,0.6875,0.6875
Eef2,Fbln1,0.6875,0.8125
Eef2,Lap3,0.5625,0.75
Eef2,Spink1,0.8125,0.875
Eef2,Tmsb4x,0.8125,0.8125
Eef2,Tagln2,0.75,0.8125
Eef2,Dpep2,0.6875,0.75
Eef2,Btd,0.625,0.8125
Eef2,Cela2a,0.5625,0.6875
Eef2,Cycs,0.625,0.75
Eef2,Hpx,0.8125,0.875
Eef2,Fbln5,0.8125,0.8125
Eef2,Me1,0.6875,0.6875
Eef2,Cela1,0.625,0.8125
Eef2,Pgd,0.75,0.8125
Eef2,Minpp1,0.625,0.75
Eef2,Serpinf2,0.875,0.9375
Eef2,Tfrc,0.625,0.8125
Eef2,Pnp,0.625,0.625
Eef2,F12,0.8125,0.875
Eef2,Ighg1,0.6875,0.8125
Eef2,Tubb4b,0.8125,0.8125
Eef2,Sell,0.625,0.625
Eef2,Masp1,0.5625,0.6875
Eef2,Hyou1,0.6875,0.8125
Eef2,Man2b1,0.5,0.6875
Eef2,Amy1,0.9375,0.9375
Eef2,Gpx1,0.75,0.875
Eef2,Umod,0.625,0.75
Eef2,Apod,0.8125,0.8125
Eef2,Serpina1b,0.6875,0.9375
Eef2,F13a1,0.8125,0.875
Eef2,Ptprg,0.625,0.75
Eef2,Ighv3-6,0.6875,0.8125
Eef2,Cd93,0.75,0.8125
Eef2,Cdh13,0.6875,0.75
Eef2,Cfb,0.6875,0.75
Eef2,Manba,0.75,0.75
Eef2,Arpc3,0.625,0.6875
Eef2,Sod3,0.6875,0.8125
Eef2,Ca3,0.625,0.75
Eef2,Ces2e,0.625,0.75
Eef2,Ywhaz,0.625,0.75
Eef2,Apof,0.5,0.6875
Eef2,P4hb,0.6875,0.75
Eef2,Tkt,0.6875,0.625
Eef2,Ghr,0.75,0.875
Cst3,Lpl,0.625,0.6875
Cst3,Ngp,0.6875,0.6875
Cst3,Fga,0.5625,0.625
Cst3,C9,0.75,0.8125
Cst3,Igfbp3,0.625,0.75
Cst3,Afm,0.75,0.875
Cst3,Apcs,0.625,0.8125
Cst3,Itih2,0.4375,0.6875
Cst3,Dkk3,0.6875,0.75
Cst3,Serpina3n,0.8125,0.875
Cst3,Psmb10,0.8125,0.875
Cst3,F2,0.6875,0.8125
Cst3,Selenop,0.625,0.75
Cst3,Msn,0.625,0.6875
Cst3,Ctsz,0.8125,0.875
Cst3,Apoc2,0.625,0.875
Cst3,Vcl,0.4375,0.6875
Cst3,Fgb,0.625,0.6875
Cst3,Serping1,0.625,0.75
Cst3,Amy2,0.5625,0.6875
Cst3,Apoc4,0.75,0.8125
Cst3,Fgg,0.625,0.625
Cst3,Col11a2,0.6875,0.6875
Cst3,Serpina6,0.5,0.75
Cst3,Igf1,0.6875,0.75
Cst3,Clu,0.5625,0.6875
Cst3,Pi16,0.6875,0.8125
Cst3,Tuba1b,0.6875,0.625
Cst3,Serpina10,0.6875,0.75
Cst3,Lamp2,0.625,0.75
Cst3,Antxr2,0.75,0.8125
Cst3,Pigr,0.875,0.9375
Cst3,Hamp,0.75,0.75
Cst3,Lrp1,0.6875,0.6875
Cst3,Ptprm,0.625,0.625
Cst3,Egfr,0.5625,0.6875
Cst3,Ptgds,0.75,0.8125
Cst3,Ca2,0.6875,0.875
Cst3,Psma7,0.5625,0.6875
Cst3,Fbln1,0.5,0.6875
Cst3,Lap3,0.625,0.6875
Cst3,Spink1,0.625,0.875
Cst3,Tmsb4x,0.625,0.6875
Cst3,Tagln2,0.625,0.6875
Cst3,Dpep2,0.6875,0.75
Cst3,Btd,0.625,0.6875
Cst3,Cela2a,0.5625,0.6875
Cst3,Cycs,0.5625,0.6875
Cst3,Hpx,0.625,0.6875
Cst3,Fbln5,0.5,0.8125
Cst3,Me1,0.6875,0.75
Cst3,Cela1,0.6875,0.6875
Cst3,Pgd,0.625,0.8125
Cst3,Minpp1,0.625,0.6875
Cst3,Serpinf2,0.5625,0.6875
Cst3,Tfrc,0.75,0.75
Cst3,Pnp,0.75,0.8125
Cst3,F12,0.625,0.6875
Cst3,Ighg1,0.5625,0.625
Cst3,Tubb4b,0.625,0.6875
Cst3,Sell,0.5625,0.5625
Cst3,Masp1,0.5625,0.6875
Cst3,Hyou1,0.8125,0.8125
Cst3,Man2b1,0.5625,0.75
Cst3,Amy1,0.625,0.8125
Cst3,Gpx1,0.625,0.6875
Cst3,Umod,0.5625,0.75
Cst3,Apod,0.625,0.6875
Cst3,Serpina1b,0.875,0.9375
Cst3,F13a1,0.5625,0.6875
Cst3,Ptprg,0.5625,0.8125
Cst3,Ighv3-6,0.5625,0.6875
Cst3,Cd93,0.6875,0.75
Cst3,Cdh13,0.3125,0.6875
Cst3,Cfb,0.625,0.6875
Cst3,Manba,0.5625,0.6875
Cst3,Arpc3,0.8125,0.8125
Cst3,Sod3,0.5625,0.75
Cst3,Ca3,0.625,0.6875
Cst3,Ces2e,0.625,0.75
Cst3,Ywhaz,0.625,0.6875
Cst3,Apof,0.5625,0.8125
Cst3,P4hb,0.4375,0.75
Cst3,Tkt,0.6875,0.75
Cst3,Ghr,0.625,0.6875
Lpl,Ngp,0.625,0.75
Lpl,Fga,0.5625,0.6875
Lpl,C9,0.6875,0.875
Lpl,Igfbp3,0.75,0.8125
Lpl,Afm,0.875,0.875
Lpl,Apcs,0.5625,0.8125
Lpl,Itih2,0.6875,0.75
Lpl,Dkk3,0.5,0.75
Lpl,Serpina3n,0.75,0.8125
Lpl,Psmb10,0.8125,0.8125
Lpl,F2,0.6875,0.8125
Lpl,Selenop,0.875,0.8125
Lpl,Msn,0.6875,0.875
Lpl,Ctsz,0.625,0.875
Lpl,Apoc2,0.75,0.9375
Lpl,Vcl,0.5625,0.6875
Lpl,Fgb,0.625,0.75
Lpl,Serping1,0.8125,0.875
Lpl,Amy2,0.5625,0.6875
Lpl,Apoc4,0.875,0.875
Lpl,Fgg,0.625,0.75
Lpl,Col11a2,0.625,0.6875
Lpl,Serpina6,0.75,0.8125
Lpl,Igf1,0.75,0.8125
Lpl,Clu,0.4375,0.75
Lpl,Pi16,0.6875,0.75
Lpl,Tuba1b,0.75,0.6875
Lpl,Serpina10,0.8125,0.8125
Lpl,Lamp2,0.8125,0.9375
Lpl,Antxr2,0.625,0.75
Lpl,Pigr,0.5625,0.75
Lpl,Hamp,0.6875,0.6875
Lpl,Lrp1,0.5625,0.6875
Lpl,Ptprm,0.5625,0.6875
Lpl,Egfr,0.6875,0.8125
Lpl,Ptgds,0.75,0.75
Lpl,Ca2,0.6875,0.75
Lpl,Psma7,0.6875,0.75
Lpl,Fbln1,0.75,0.8125
Lpl,Lap3,0.6875,0.6875
Lpl,Spink1,0.5625,0.6875
Lpl,Tmsb4x,0.75,0.8125
Lpl,Tagln2,0.6875,0.6875
Lpl,Dpep2,0.625,0.75
