Gene 1,Gene 2,cv,train
Cd44,Apcs,0.75,0.75
Cd44,Psmb1,0.75,0.875
Cd44,Mup3,0.6875,0.75
Cd44,Prdx2,0.8125,0.75
Cd44,Ckm,0.5625,0.75
Cd44,Fcn1,0.75,0.8125
Cd44,Ighg2b,0.8125,0.8125
Cd44,Hyou1,0.6875,0.6875
Cd44,Ywhae,0.75,0.75
Cd44,Apoa2,0.8125,0.8125
Cd44,Igfbp6,0.875,0.875
Cd44,Ctsl,0.75,0.8125
Cd44,Cd248,0.6875,0.8125
Cd44,Ces3a,0.875,1.0
Cd44,Igkv9-120,0.75,0.875
Cd44,Aldoa,0.8125,0.8125
Cd44,Pcolce,0.75,0.875
Cd44,Ghr,0.8125,0.8125
Cfb,Ltf,0.875,0.9375
Cfb,Selenop,0.8125,0.9375
Cfb,Dpp4,0.625,0.8125
Cfb,Mbl2,0.6875,0.75
Cfb,Pcyox1,0.5625,0.75
Cfb,Cpn2,0.75,0.9375
Cfb,Gm10881,0.75,0.875
Cfb,F13b,0.875,0.875
Cfb,F2,0.8125,0.8125
Cfb,Ccl8,0.6875,0.6875
Cfb,Psmb3,0.75,0.9375
Cfb,Hp,0.6875,0.6875
Cfb,Ighv1-62-3,0.9375,1.0
Cfb,Spp1,0.6875,0.8125
Cfb,Ext2,0.9375,1.0
Cfb,Mmrn1,0.6875,0.6875
Cfb,Efemp2,0.6875,0.8125
Cfb,Sod3,0.5625,0.6875
Cfb,Ctsd,0.75,0.75
Cfb,Proc,0.5625,0.8125
Cfb,Procr,0.75,0.9375
Cfb,Hpx,0.75,0.8125
Cfb,Psmb5,0.6875,0.875
Cfb,Loxl1,0.5625,0.6875
Cfb,Arpc1b,0.625,0.6875
Cfb,Calr,0.875,0.875
Cfb,Igfbp3,0.9375,0.9375
Cfb,Adgre5,0.6875,0.75
Cfb,Ces1c,0.5625,0.6875
Cfb,Sbsn,0.75,0.6875
Cfb,Lbp,0.625,0.6875
Cfb,Man2b1,0.75,0.75
Cfb,Pgam1,0.6875,0.8125
Cfb,Plxdc2,0.75,0.875
Cfb,Ctss,0.75,0.875
Cfb,Psmb2,0.6875,0.875
Cfb,Kng1,0.9375,0.9375
Cfb,Lrrn4,0.6875,0.75
Cfb,Pon3,0.5625,0.75
Cfb,Itgb2,0.75,0.9375
Cfb,Nrp1,0.6875,0.75
Cfb,Vtn,0.5625,0.75
Cfb,Cd5l,0.625,0.75
Cfb,Apoc2,0.8125,1.0
Cfb,Ctsz,0.75,0.75
Cfb,Heg1,0.8125,0.8125
Cfb,Apod,0.6875,0.875
Cfb,Actb,0.6875,0.8125
Cfb,Pi16,0.625,0.875
Cfb,Hamp,0.875,0.9375
Cfb,Psma2,0.625,0.6875
Cfb,Ighg1,0.75,0.8125
Cfb,Psmb9,0.75,0.8125
Cfb,Angptl3,0.6875,0.6875
Cfb,Hspa5,0.5625,0.6875
Cfb,Mbl1,0.6875,0.75
Cfb,Met,0.875,0.875
Cfb,Serping1,0.75,0.8125
Cfb,Ctbs,0.5625,0.6875
Cfb,Serpinf1,0.75,0.75
Cfb,Gnptg,0.6875,0.8125
Cfb,Pon1,0.6875,0.875
Cfb,Hba,0.75,0.6875
Cfb,Icoslg,0.8125,0.875
Cfb,Hgfac,0.625,0.6875
Cfb,Pla2g7,0.625,0.6875
Cfb,Mup20,0.875,0.875
Cfb,Olfm1,0.6875,0.6875
Cfb,Psmb4,0.5625,0.75
Cfb,Ganab,0.8125,0.8125
Cfb,Igfals,0.6875,0.6875
Cfb,Serpina1d,0.6875,0.8125
Cfb,B2m,0.625,0.75
Cfb,Pnliprp1,0.9375,1.0
Cfb,Capn1,0.625,0.8125
Cfb,Fbln1,0.875,0.9375
Cfb,Pfn1,0.6875,0.6875
Cfb,Apcs,0.625,0.6875
Cfb,Psmb1,0.8125,0.8125
Cfb,Mup3,0.6875,0.6875
Cfb,Prdx2,0.6875,0.6875
Cfb,Ckm,0.6875,0.8125
Cfb,Fcn1,0.625,0.6875
Cfb,Ighg2b,0.6875,0.6875
Cfb,Hyou1,0.6875,0.75
Cfb,Ywhae,0.8125,0.8125
Cfb,Apoa2,0.6875,0.875
Cfb,Igfbp6,0.8125,0.8125
Cfb,Ctsl,0.6875,0.8125
Cfb,Cd248,0.6875,0.75
Cfb,Ces3a,0.8125,0.8125
Cfb,Igkv9-120,0.75,0.875
Cfb,Aldoa,0.6875,0.6875
Cfb,Pcolce,0.9375,1.0
Cfb,Ghr,0.625,0.6875
Ltf,Selenop,0.875,1.0
Ltf,Dpp4,0.875,0.9375
Ltf,Mbl2,0.9375,1.0
Ltf,Pcyox1,0.6875,0.9375
Ltf,Cpn2,0.9375,1.0
Ltf,Gm10881,0.9375,1.0
Ltf,F13b,0.9375,1.0
Ltf,F2,1.0,1.0
Ltf,Ccl8,0.8125,0.9375
Ltf,Psmb3,1.0,1.0
Ltf,Hp,0.875,0.875
Ltf,Ighv1-62-3,0.8125,0.9375
Ltf,Spp1,0.875,1.0
Ltf,Ext2,0.875,1.0
Ltf,Mmrn1,0.875,0.9375
Ltf,Efemp2,0.875,1.0
Ltf,Sod3,0.8125,0.9375
Ltf,Ctsd,0.9375,1.0
Ltf,Proc,0.8125,1.0
Ltf,Procr,0.875,0.9375
Ltf,Hpx,0.9375,1.0
Ltf,Psmb5,0.875,0.9375
Ltf,Loxl1,0.8125,0.9375
Ltf,Arpc1b,0.8125,0.9375
Ltf,Calr,0.875,0.9375
Ltf,Igfbp3,0.9375,1.0
Ltf,Adgre5,0.875,0.9375
Ltf,Ces1c,0.75,0.9375
Ltf,Sbsn,0.8125,0.9375
Ltf,Lbp,0.875,1.0
Ltf,Man2b1,0.875,0.9375
Ltf,Pgam1,0.875,0.9375
Ltf,Plxdc2,0.875,0.9375
Ltf,Ctss,0.875,0.9375
Ltf,Psmb2,0.875,0.9375
Ltf,Kng1,0.875,1.0
Ltf,Lrrn4,0.875,0.9375
Ltf,Pon3,0.8125,0.9375
Ltf,Itgb2,1.0,1.0
Ltf,Nrp1,0.9375,1.0
Ltf,Vtn,0.875,0.9375
Ltf,Cd5l,0.875,0.9375
Ltf,Apoc2,1.0,1.0
Ltf,Ctsz,0.875,0.9375
Ltf,Heg1,0.8125,0.9375
Ltf,Apod,0.875,1.0
